family,reference,experiment,dataset,model,llm,replicate_id,replicates,n,n_total,accuracy,precision,recall,f1,jaccard,parse_rate,empty_pred_rate,llm_error_rate,path,rows,rows_added,status
reconstruction,explainer,reconstruction_1hop_no_gnn,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_44/results_raw_reconstruction_1hop_no_gnn_explainer.json,2000,2000,ok
baseline,ground_truth,baseline_cosine,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_baseline_cosine.json,400,400,ok
baseline,explainer,baseline_cosine,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_baseline_cosine_explainer.json,400,400,ok
baseline,ground_truth,baseline_feature,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_baseline_feature.json,400,400,ok
baseline,explainer,baseline_feature,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_baseline_feature_explainer.json,400,400,ok
baseline,ground_truth,baseline_random,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_baseline_random.json,400,400,ok
baseline,explainer,baseline_random,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_baseline_random_explainer.json,400,400,ok
classification,ground_truth,embedding_classification,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_embedding_classification.json,2000,2000,ok
classification,ground_truth,embedding_classification_explainer_subgraph,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_embedding_classification_explainer_subgraph.json,2000,2000,ok
classification,ground_truth,raw_graph_reasoning,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_raw_graph_reasoning.json,2000,2000,ok
reconstruction,ground_truth,reconstruction_1hop,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_reconstruction_1hop.json,2000,2000,ok
reconstruction,ground_truth,reconstruction_1hop_embed_expl,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_reconstruction_1hop_embed_expl.json,2000,2000,ok
reconstruction,explainer,reconstruction_1hop_embed_expl,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_reconstruction_1hop_embed_expl_explainer.json,2000,2000,ok
reconstruction,explainer,reconstruction_1hop,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_reconstruction_1hop_explainer.json,2000,2000,ok
reconstruction,ground_truth,reconstruction_1hop_no_gnn,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_reconstruction_1hop_no_gnn.json,2000,2000,ok
reconstruction,explainer,reconstruction_1hop_no_gnn,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_45/results_raw_reconstruction_1hop_no_gnn_explainer.json,2000,2000,ok
baseline,ground_truth,baseline_cosine,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_baseline_cosine.json,400,400,ok
baseline,explainer,baseline_cosine,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_baseline_cosine_explainer.json,400,400,ok
baseline,ground_truth,baseline_feature,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_baseline_feature.json,400,400,ok
baseline,explainer,baseline_feature,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_baseline_feature_explainer.json,400,400,ok
baseline,ground_truth,baseline_random,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_baseline_random.json,400,400,ok
baseline,explainer,baseline_random,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_baseline_random_explainer.json,400,400,ok
classification,ground_truth,embedding_classification,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_embedding_classification.json,2000,2000,ok
classification,ground_truth,embedding_classification_explainer_subgraph,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_embedding_classification_explainer_subgraph.json,2000,2000,ok
classification,ground_truth,raw_graph_reasoning,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_raw_graph_reasoning.json,2000,2000,ok
reconstruction,ground_truth,reconstruction_1hop,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_reconstruction_1hop.json,2000,2000,ok
reconstruction,ground_truth,reconstruction_1hop_embed_expl,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_reconstruction_1hop_embed_expl.json,2000,2000,ok
reconstruction,explainer,reconstruction_1hop_embed_expl,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_reconstruction_1hop_embed_expl_explainer.json,2000,2000,ok
reconstruction,explainer,reconstruction_1hop,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_reconstruction_1hop_explainer.json,2000,2000,ok
reconstruction,ground_truth,reconstruction_1hop_no_gnn,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_reconstruction_1hop_no_gnn.json,2000,2000,ok
reconstruction,explainer,reconstruction_1hop_no_gnn,,,,,,,,,,,,,,,,/gpfs/scratch1/shared/tvanveen/Explanation-of-GNN-using-LLM/outputs/final_thesis_100nodes_5runs_all_datasets_1gpu/ibm_aml_hi_small/seed_46/results_raw_reconstruction_1hop_no_gnn_explainer.json,2000,2000,ok
